protein_A_id	protein_B_id	type	context	references
reactome:R-HSA-110203	uniprotkb:P29372	physical association	reactome:R-HSA-110239	8110764|7479006
uniprotkb:P29372	reactome:R-HSA-110205	physical association	reactome:R-HSA-110240	8016081
uniprotkb:P34949	ChEBI:57634	isomerase reaction	reactome:R-HSA-532549	10980531|8307007
uniprotkb:O75439	uniprotkb:O95169	cleavage reaction	reactome:R-HSA-1299476	19453276|18174896
uniprotkb:O75439	uniprotkb:P00480	cleavage reaction	reactome:R-HSA-1299478	19453276|18174896
uniprotkb:P59637	uniprotkb:Q8N3R9	physical association	reactome:R-HSA-9689608	20861307
uniprotkb:P0DTC4	uniprotkb:Q8N3R9	physical association	reactome:R-HSA-9705681	20861307|34117354|32891874|32822073
uniprotkb:P25325	ChEBI:16208	physical association	reactome:R-HSA-9034756	26437775|23413359|27484215|29055825
reactome:R-ALL-9013543	ChEBI:18407	physical association	reactome:R-HSA-9013533	12871026
uniprotkb:P62140	uniprotkb:P10398	dephosphorylation reaction	reactome:R-HSA-9658445	24211266|16041367|25907612|27264673|24347342|28289718|16294014|28666118|19684605|12932319|14530258|16630891|11756411|21779496
uniprotkb:P49959	ChEBI:16991	physical association	reactome:R-HSA-3204303	23388631
ChEBI:59789	reactome:R-HSA-6792998	physical association	reactome:R-HSA-6793122	25074936|24036117
uniprotkb:Q6IN84	reactome:R-HSA-6792998	enzymatic reaction	reactome:R-HSA-6793122	25074936|24036117
ChEBI:59789	reactome:R-HSA-6792998	physical association	reactome:R-HSA-6793127	25074936|24036117|25009282
uniprotkb:Q9UI43	reactome:R-HSA-6792998	enzymatic reaction	reactome:R-HSA-6793127	25074936|24036117|25009282
uniprotkb:Q9HC36	reactome:R-HSA-6792998	enzymatic reaction	reactome:R-HSA-6793096	25074936|24036117|25009282
ChEBI:59789	reactome:R-HSA-6792998	physical association	reactome:R-HSA-6793096	25074936|24036117|25009282
ChEBI:30616	uniprotkb:Q92878	physical association	reactome:R-HSA-5693540	25240135|15064416|12556884|17923702|15510216|16858402|14532133|11454856|15790808
uniprotkb:Q13315	ChEBI:30616	physical association	reactome:R-HSA-5682026	15790808|17694070
reactome:R-ALL-75165	uniprotkb:P24941	physical association	reactome:R-HSA-5684081	25558984|22231403
uniprotkb:Q92878	reactome:R-ALL-75165	physical association	reactome:R-HSA-3785768	15458641|15790808|15369670
uniprotkb:Q92878	uniprotkb:Q99708	physical association	reactome:R-HSA-5687465	16012167|20647759|19357644
reactome:R-ALL-3785706	uniprotkb:Q92878	physical association	reactome:R-HSA-5682020	17694070
uniprotkb:Q92993	uniprotkb:P49959	physical association	reactome:R-HSA-5693612	16141325|15790808|17694070
uniprotkb:O60934	uniprotkb:Q92993	physical association	reactome:R-HSA-5682018	15790808|10037601|17694070
reactome:R-ALL-5687667	uniprotkb:P49916	physical association	reactome:R-HSA-5687673	21816818
reactome:R-ALL-5368267	uniprotkb:Q96E11	physical association	reactome:R-HSA-5419281	18782833
uniprotkb:Q9HD23	ChEBI:18420	enzymatic reaction	reactome:R-HSA-5336466	11401429
ChEBI:49032	uniprotkb:P10599	physical association	reactome:R-HSA-5676917	10375640|10567350|12220640
uniprotkb:Q9Y3D2	uniprotkb:P10599	oxidoreductase activity electron transfer reaction	reactome:R-HSA-5676917	10375640|10567350|12220640
uniprotkb:P35222	uniprotkb:A6NI15	physical association	reactome:R-HSA-9824236	24243840
reactome:R-HSA-9793913	uniprotkb:A6NI15	physical association	reactome:R-HSA-9824280	24243840
reactome:R-HSA-1911481	uniprotkb:A6NI15	physical association	reactome:R-HSA-9824216	24243840
reactome:R-HSA-9793371	uniprotkb:A6NI15	physical association	reactome:R-HSA-9820538	24243840
uniprotkb:P43246	uniprotkb:P20585	physical association	reactome:R-HSA-5577259	7713503|8261515
uniprotkb:P43246	uniprotkb:P52701	physical association	reactome:R-HSA-5577244	7713503|8261515
uniprotkb:P43246	reactome:R-ALL-5358527	physical association	reactome:R-HSA-5358513	11274057|19228687|22179786|8805365|20160730|9677427|20571119|9294177
uniprotkb:P20585	ChEBI:30616	physical association	reactome:R-HSA-5358919	16143102|9469823
uniprotkb:P20585	uniprotkb:P54278	physical association	reactome:R-HSA-5358519	23840062|11274057|20154325|22118461
reactome:R-ALL-5358514	uniprotkb:P52701	physical association	reactome:R-HSA-5358525	11274057|19228687|16143102|10938287|23622243|20160730|23391514|9677427|10660545|16188885|17531815|9294177
uniprotkb:P43246	ChEBI:30616	physical association	reactome:R-HSA-5358912	19228687|9428522|10660545|9469823|9822680|21937421|22277660|10078208
ChEBI:30616	uniprotkb:P12004	physical association	reactome:R-HSA-5358510	11274057|11809883|16143102|20713735|11441019|11005803|16188885|20154325|22118461|18326858|17984070
uniprotkb:P43246	uniprotkb:P20585	physical association	reactome:R-HSA-5578663	8782829
uniprotkb:P43246	uniprotkb:P52701	physical association	reactome:R-HSA-5632970	7604266
reactome:R-HSA-9011385	uniprotkb:O43347	physical association	reactome:R-HSA-9011346	24243840
ChEBI:30616	uniprotkb:P18846	physical association	reactome:R-HSA-199910	12414794
uniprotkb:O75582	uniprotkb:P18846	enzymatic reaction	reactome:R-HSA-199910	12414794
uniprotkb:O75582	uniprotkb:P16220	enzymatic reaction	reactome:R-HSA-199935	9687510
ChEBI:30616	uniprotkb:P16220	physical association	reactome:R-HSA-199935	9687510
uniprotkb:P62805	ChEBI:57288	physical association	reactome:R-HSA-3321883	10786633
uniprotkb:Q68DK7	uniprotkb:P62805	acetylation reaction	reactome:R-HSA-3321883	10786633
uniprotkb:P02462	uniprotkb:P21757	physical association	reactome:R-HSA-3221843	24243840
ChEBI:49031	uniprotkb:P10599	physical association	reactome:R-HSA-5676940	10452521
uniprotkb:Q9UJ68	uniprotkb:P10599	oxidoreductase activity electron transfer reaction	reactome:R-HSA-5676940	10452521
uniprotkb:Q04912	uniprotkb:P26927	physical association	reactome:R-HSA-6800315	9202013|20545605
uniprotkb:Q04912	uniprotkb:P26927	physical association	reactome:R-HSA-8852522	25193665|9657372
uniprotkb:Q04912	ChEBI:30616	physical association	reactome:R-HSA-8852552	15632155|20726546
uniprotkb:P35548	reactome:R-HSA-8939903	physical association	reactome:R-HSA-9007759	16115867
ChEBI:35828	uniprotkb:P04731	physical association	reactome:R-HSA-5661230	16984198|23523794
ChEBI:48775	uniprotkb:P04731	physical association	reactome:R-HSA-5661219	18533113|18429853|22982309|22242602|17388808
ChEBI:29105	uniprotkb:P04731	physical association	reactome:R-HSA-5661217	23506369|22823575|22982309
ChEBI:48775	uniprotkb:P07438	physical association	reactome:R-HSA-5662610	24243840
ChEBI:29105	uniprotkb:P07438	physical association	reactome:R-HSA-5662603	24243840
ChEBI:48775	uniprotkb:P04732	physical association	reactome:R-HSA-5662595	24243840
ChEBI:29105	uniprotkb:P04732	physical association	reactome:R-HSA-5662614	24243840
ChEBI:48775	uniprotkb:P04733	physical association	reactome:R-HSA-5662596	24243840
ChEBI:29105	uniprotkb:P04733	physical association	reactome:R-HSA-5662623	24243840
ChEBI:48775	uniprotkb:P13640	physical association	reactome:R-HSA-5662617	24243840
ChEBI:29105	uniprotkb:P13640	physical association	reactome:R-HSA-5662618	24243840
ChEBI:48775	uniprotkb:P80294	physical association	reactome:R-HSA-5662597	24243840
ChEBI:29105	uniprotkb:P80294	physical association	reactome:R-HSA-5662619	24243840
ChEBI:48775	uniprotkb:Q8N339	physical association	reactome:R-HSA-5662599	24243840
ChEBI:29105	uniprotkb:Q8N339	physical association	reactome:R-HSA-5662621	24243840
ChEBI:48775	uniprotkb:P80297	physical association	reactome:R-HSA-5662622	24243840
ChEBI:29105	uniprotkb:P80297	physical association	reactome:R-HSA-5662615	24243840
ChEBI:48775	uniprotkb:P02795	physical association	reactome:R-HSA-5662608	10542048
ChEBI:49552	uniprotkb:P02795	physical association	reactome:R-HSA-5662986	20463663|20711450
ChEBI:29105	uniprotkb:P02795	physical association	reactome:R-HSA-5662598	10830841|17224279|10716985
ChEBI:48775	uniprotkb:P25713	physical association	reactome:R-HSA-5662620	15698955|24973778|18157556|11994011
ChEBI:49552	uniprotkb:P25713	physical association	reactome:R-HSA-5663002	12072966
ChEBI:29105	uniprotkb:P25713	physical association	reactome:R-HSA-5662606	15698955|24973778|15736926|19425569|17389590|18454142|11994011|12963354
ChEBI:48775	uniprotkb:P47944	physical association	reactome:R-HSA-5662649	24243840
uniprotkb:P47944	ChEBI:49552	physical association	reactome:R-HSA-5662647	15033980
ChEBI:29105	uniprotkb:P47944	physical association	reactome:R-HSA-5662653	24243840
reactome:R-HSA-5660402	uniprotkb:Q14872	physical association	reactome:R-HSA-5660514	24243840
reactome:R-HSA-5660406	uniprotkb:Q14872	physical association	reactome:R-HSA-5660479	21386983
reactome:R-HSA-379780	ChEBI:57454	physical association	reactome:R-HSA-5389841	21907147
uniprotkb:P11586	ChEBI:28010	enzymatic reaction	reactome:R-HSA-200661	3053686|3871768
uniprotkb:Q9H903	ChEBI:57455	oxidoreductase activity electron transfer reaction	reactome:R-HSA-6801462	21163947|24733394|8218174
uniprotkb:Q9C0I1	uniprotkb:Q13496	physical association	reactome:R-HSA-6809680	23818870|1655747|12847286
uniprotkb:Q9C0I1	uniprotkb:Q13614	physical association	reactome:R-HSA-6809707	12847286
uniprotkb:Q13615	ChEBI:26034	dephosphorylation reaction	reactome:R-HSA-5679206	19590496|20059746
uniprotkb:Q13614	uniprotkb:Q9NXD2	physical association	reactome:R-HSA-6810030	26496610
uniprotkb:Q13614	uniprotkb:Q86WG5	physical association	reactome:R-HSA-6809793	16399794
uniprotkb:Q9NYA4	uniprotkb:Q15796	physical association	reactome:R-HSA-2187405	20061380
uniprotkb:Q96QG7	uniprotkb:Q9Y217	physical association	reactome:R-HSA-6809309	19038970
uniprotkb:Q96QG7	uniprotkb:Q9Y216	physical association	reactome:R-HSA-6809238	12890864
uniprotkb:Q96QG7	uniprotkb:Q96EF0	physical association	reactome:R-HSA-6809254	22647598
uniprotkb:Q9UBK8	ChEBI:58065	physical association	reactome:R-HSA-174374	8968737|10978155
uniprotkb:Q99707	ChEBI:18608	physical association	reactome:R-HSA-3149539	8968737
reactome:R-ALL-5389836	uniprotkb:Q9UGC7	physical association	reactome:R-HSA-5419264	20421313|24352605|20075246|18429816|9838146|22569235|17803939
uniprotkb:Q9UBK8	ChEBI:57783	physical association	reactome:R-HSA-3149518	12375236|17892308|10484769|19243433|10978155|10444342|17477549
reactome:R-ALL-9737774	uniprotkb:P55157	physical association	reactome:R-HSA-9737780	17215532
uniprotkb:P55157	uniprotkb:P04114	enzymatic reaction	reactome:R-HSA-8866329	11369260|7803401|14732096|8626595
uniprotkb:P04114	ChEBI:17855	physical association	reactome:R-HSA-8866329	11369260|7803401|14732096|8626595
uniprotkb:P14210	uniprotkb:Q8N307	physical association	reactome:R-HSA-8851842	15314156
uniprotkb:Q96NY9	uniprotkb:Q96AY2	physical association	reactome:R-HSA-5686430	17289582|12686547|12721304
uniprotkb:Q96NY9	uniprotkb:O43542	enzymatic reaction	reactome:R-HSA-5686440	14527420|24371268|22645308
uniprotkb:P22033	ChEBI:15465	isomerase reaction	reactome:R-HSA-71010	21138732|20876572|12438653|16866376|16281286|15523652|2567699
reactome:R-HSA-110198	uniprotkb:Q9UIF7	physical association	reactome:R-HSA-110237	8682794|11433026|10684930
reactome:R-HSA-5686981	uniprotkb:P01106	physical association	reactome:R-HSA-5687083	21329882
uniprotkb:P01106	reactome:R-HSA-9762042	physical association	reactome:R-HSA-9762097	29450944|33859744|32640524
reactome:R-HSA-9725096	uniprotkb:P01106	physical association	reactome:R-HSA-9725332	24356251|24947326|20719933|22286764|24060861
reactome:R-HSA-4088168	uniprotkb:P61244	physical association	reactome:R-HSA-8932400	8700224
ChEBI:29108	uniprotkb:Q15746	physical association	reactome:R-HSA-445797	14627618|156362
uniprotkb:Q15746	uniprotkb:P35579	enzymatic reaction	reactome:R-HSA-5668978	3079756|3839510
uniprotkb:P24844	ChEBI:30616	physical association	reactome:R-HSA-5668978	3079756|3839510
uniprotkb:Q13459	ChEBI:37565	enzymatic reaction	reactome:R-HSA-8985594	9490638|11207612|26529257
ChEBI:30616	uniprotkb:P50548	physical association	reactome:R-NUL-3245934	7588608
uniprotkb:P63086	uniprotkb:P50548	enzymatic reaction	reactome:R-NUL-3245934	7588608
uniprotkb:P15088	uniprotkb:P01019	cleavage reaction	reactome:R-HSA-2028294	2708524|2443571
uniprotkb:P08253	uniprotkb:P05019	cleavage reaction	reactome:R-HSA-381435	12466191|17047378|8817670|12379487|9922210|7523391
uniprotkb:P28482	uniprotkb:O53971	physical association	reactome:R-HSA-9636296	25780035
uniprotkb:P27361	uniprotkb:O53971	physical association	reactome:R-HSA-9636304	25780035
uniprotkb:Q7L590	uniprotkb:P33992	physical association	reactome:R-HSA-68919	11095689
uniprotkb:O00311	uniprotkb:P25205	enzymatic reaction	reactome:R-HSA-68954	10846177
ChEBI:30616	uniprotkb:P33993	physical association	reactome:R-HSA-68954	10846177
reactome:R-HSA-5357666	ChEBI:64685	demethylation reaction	reactome:R-HSA-2408530	17988700|17451884
uniprotkb:P32929	ChEBI:27812	enzymatic reaction	reactome:R-HSA-2408539	17451884|20383543
reactome:R-ALL-9652529	uniprotkb:Q14654	physical association	reactome:R-HSA-9650858	10773014|23992284|11264248|11577798|29108130|11716850|9739505|12196472|12764427|15678092|31067468
uniprotkb:Q99705	uniprotkb:P20382	physical association	reactome:R-HSA-947673	10421367|10421368|11562423
uniprotkb:P01189	uniprotkb:P32245	physical association	reactome:R-HSA-388596	1325670|6274691
uniprotkb:Q9UHM6	ChEBI:30212	physical association	reactome:R-HSA-419861	10632589|15674243
uniprotkb:P48039	ChEBI:16796	physical association	reactome:R-HSA-419334	7946354|7568007
uniprotkb:P48058	ChEBI:29101	enzymatic reaction	reactome:R-HSA-438037	9648857
uniprotkb:O43815	uniprotkb:P12931	physical association	reactome:R-HSA-9021596	17921256|21851428|12511868|19879889|15956360|22028449|12431978|11029403|17037979|17916740|11369763|12808053|22266855|12388769|11029009|27288742|21680538|11689445
reactome:R-ALL-169703	ChEBI:26667	physical association	reactome:R-HSA-168860	15567494
uniprotkb:P29122	uniprotkb:P20930	cleavage reaction	reactome:R-HSA-8849797	15803139|11380615|16061697
uniprotkb:P01375	uniprotkb:P19438	physical association	reactome:R-HSA-83660	8679576|2848815
reactome:R-ALL-72393	uniprotkb:P20042	physical association	reactome:R-HSA-72669	1104615
ChEBI:29985	uniprotkb:P41594	physical association	reactome:R-HSA-373075	7908515|9144651|7620613|7617140|7623957|7476890|9131252|1329206|8887960|9473604
uniprotkb:P78536	uniprotkb:P10912	cleavage reaction	reactome:R-HSA-1168777	24243840
reactome:R-ALL-111345	ChEBI:59789	physical association	reactome:R-HSA-77090	9790902
uniprotkb:Q9BV20	ChEBI:58533	isomerase reaction	reactome:R-HSA-1237096	19620624
uniprotkb:Q9BV20	ChEBI:58548	isomerase reaction	reactome:R-HSA-1299507	19620624
uniprotkb:P35609	ChEBI:18420	physical association	reactome:R-HSA-9614185	24243840
uniprotkb:Q96AC1	uniprotkb:Q8WUP2	physical association	reactome:R-HSA-430341	12679033
uniprotkb:P60709	uniprotkb:Q14315	physical association	reactome:R-HSA-430347	12679033
uniprotkb:P50552	uniprotkb:Q8WUP2	physical association	reactome:R-HSA-446364	16531412
uniprotkb:Q8NG31	uniprotkb:O43482	physical association	reactome:R-HSA-606349	16622420|15369671|17339379|17199038
uniprotkb:P61088	uniprotkb:Q3SXY8	physical association	reactome:R-HSA-9641096	17846173
uniprotkb:O43237	ChEBI:37565	physical association	reactome:R-HSA-9646390	12024216
uniprotkb:P43251	ChEBI:27870	enzymatic reaction	reactome:R-HSA-4167509	16150625|7509806|6883721
uniprotkb:Q9BW91	ChEBI:57967	enzymatic reaction	reactome:R-HSA-2393954	12427752|12948489
uniprotkb:Q96A46	ChEBI:29033	enzymatic reaction	reactome:R-HSA-1362417	24243840
uniprotkb:Q9NYZ3	ChEBI:30616	physical association	reactome:R-HSA-8852306	23236459
uniprotkb:P31946	uniprotkb:P01116	physical association	reactome:R-HSA-8936676	25907612|12068308|23352452|15035987
uniprotkb:Q9H9H4	uniprotkb:P04591	enzymatic reaction	reactome:R-HSA-184269	15218037|12663786|15509564
uniprotkb:P21803	uniprotkb:P21802	physical association	reactome:R-NUL-8853328	21355848
uniprotkb:Q62120	uniprotkb:P32927	physical association	reactome:R-NUL-879922	8007942|7775438
uniprotkb:Q99K41	uniprotkb:Q9WVH9	physical association	reactome:R-NUL-2426460	14701737
reactome:R-ALL-1641509	uniprotkb:P9WG67	physical association	reactome:R-HSA-1222363	19040639|11481433
uniprotkb:Q9NXD2	uniprotkb:Q9Z2D1	physical association	reactome:R-NUL-6810026	26496610
uniprotkb:P04618	reactome:R-HIV-165533	physical association	reactome:R-HSA-165033	2015625
uniprotkb:O95292	uniprotkb:Q9Y5P4	physical association	reactome:R-HSA-429732	18165232|31254361|16895911
uniprotkb:Q99836	ChEBI:30616	physical association	reactome:R-HSA-166286	14625308
reactome:R-ALL-167913	ChEBI:30616	physical association	reactome:R-HSA-975125	14625308
uniprotkb:O60602	ChEBI:30616	physical association	reactome:R-HSA-975853	14625308
reactome:R-ALL-169515	uniprotkb:P33993	physical association	reactome:R-HSA-176942	24243840
uniprotkb:O35625	ChEBI:30616	physical association	reactome:R-NUL-209146	10581160
uniprotkb:P49841	uniprotkb:O35625	enzymatic reaction	reactome:R-NUL-209146	10581160
reactome:R-HSA-114545	ChEBI:37565	physical association	reactome:R-HSA-399995	18383439|8190105|16753580|17919190|16871065|17900700|12194018|11588141
uniprotkb:P20309	reactome:R-HSA-114545	enzymatic reaction	reactome:R-HSA-399995	18383439|8190105|16753580|17919190|16871065|17900700|12194018|11588141
uniprotkb:P62140	uniprotkb:P10398	dephosphorylation reaction	reactome:R-HSA-9660538	31059601|19684605|24211266|27264673|30348783|31108500|28289718|27466182|28666118|16630891
uniprotkb:Q02750	uniprotkb:P04049	physical association	reactome:R-HSA-6802925	24957944|16364920|15035987|21779496
uniprotkb:P27448	ChEBI:30616	physical association	reactome:R-HSA-6802926	18562239|24121058|24651010
ChEBI:16412	uniprotkb:Q99836	physical association	reactome:R-HSA-166072	9430229|12447441|12447442
uniprotkb:P04949	uniprotkb:Q99836	physical association	reactome:R-HSA-975866	9430229|12447442
uniprotkb:Q99836	reactome:R-ALL-167913	physical association	reactome:R-HSA-975175	9430229|15361868|12447442|15492225
uniprotkb:Q99836	reactome:R-HIV-9684900	physical association	reactome:R-HSA-975098	20485341|20966070|19592493
uniprotkb:Q99836	uniprotkb:P04949	physical association	reactome:R-HSA-975880	20485341|19592493
uniprotkb:P05109	uniprotkb:Q99836	physical association	reactome:R-HSA-937079	20485341|20966070|19592493
uniprotkb:Q9BZR6	uniprotkb:P20916	physical association	reactome:R-HSA-193655	12426574
uniprotkb:Q8WZ42	ChEBI:30616	physical association	reactome:R-HSA-390598	10747208
uniprotkb:O60237	uniprotkb:P53350	dephosphorylation reaction	reactome:R-HSA-3002811	22641346|22365832|18477460
uniprotkb:O14974	uniprotkb:P35579	dephosphorylation reaction	reactome:R-HSA-419232	8662509|9354661|11942626|11331307
uniprotkb:Q13464	uniprotkb:O60237	enzymatic reaction	reactome:R-HSA-419083	8662509|9354661|11942626|11331307
uniprotkb:O60237	ChEBI:30616	physical association	reactome:R-HSA-419083	8662509|9354661|11942626|11331307
uniprotkb:P62745	uniprotkb:Q7Z406	enzymatic reaction	reactome:R-HSA-419197	8702756|3839510|2966156|17151359|12185584
uniprotkb:O14950	ChEBI:30616	physical association	reactome:R-HSA-419197	8702756|3839510|2966156|17151359|12185584
uniprotkb:Q9HD67	uniprotkb:P43146	physical association	reactome:R-HSA-593672	24243840
uniprotkb:Q00535	uniprotkb:Q15078	physical association	reactome:R-HSA-9634943	24243840
uniprotkb:Q15078	uniprotkb:Q00535	physical association	reactome:R-HSA-9616368	9822744|9343422|8090222|11331872|8090221|8846918|7592934
uniprotkb:Q8N668	uniprotkb:Q8IWE4	physical association	reactome:R-HSA-8956200	25349211
uniprotkb:P04601	ChEBI:15532	physical association	reactome:R-HSA-162914	15613341
uniprotkb:P30419	uniprotkb:P04601	enzymatic reaction	reactome:R-HSA-162914	15613341
uniprotkb:P30419	uniprotkb:P55957	enzymatic reaction	reactome:R-HSA-141367	11099414
uniprotkb:Q99640	uniprotkb:P06493	enzymatic reaction	reactome:R-HSA-170116	24243840
ChEBI:30616	uniprotkb:P06493	physical association	reactome:R-HSA-170116	24243840
uniprotkb:P14635	ChEBI:30616	physical association	reactome:R-HSA-170055	24243840
uniprotkb:Q99640	uniprotkb:O95067	enzymatic reaction	reactome:R-HSA-170055	24243840
ChEBI:60344	uniprotkb:P0DTC9	physical association	reactome:R-HSA-9756470	34445741
reactome:R-RSY-9835308	uniprotkb:P03418	physical association	reactome:R-HSA-9833393	22623778
uniprotkb:P52799	uniprotkb:P63261	physical association	reactome:R-HSA-3928595	10219243|11747816
uniprotkb:P52799	uniprotkb:O00401	physical association	reactome:R-HSA-3928600	24243840
uniprotkb:P15586	ChEBI:63851	enzymatic reaction	reactome:R-HSA-1638032	20232353|1463457|3196333
uniprotkb:Q9Y2B2	ChEBI:57265	enzymatic reaction	reactome:R-HSA-162857	14742432|10089216
uniprotkb:Q14330	ChEBI:58961	physical association	reactome:R-HSA-517536	16844083
uniprotkb:P04591	ChEBI:15532	physical association	reactome:R-HSA-184392	15613341|11527981|9506952
uniprotkb:O60551	uniprotkb:P04591	enzymatic reaction	reactome:R-HSA-184392	15613341|11527981|9506952
uniprotkb:P29474	ChEBI:15532	physical association	reactome:R-HSA-203611	7512951
uniprotkb:O75113	uniprotkb:Q9Y6K9	physical association	reactome:R-HSA-9757954	33654074
uniprotkb:Q9UI30	uniprotkb:P15170	enzymatic reaction	reactome:R-HSA-6800138	18539146
ChEBI:59789	uniprotkb:P62495	physical association	reactome:R-HSA-6800138	18539146
uniprotkb:Q8WVE0	uniprotkb:P68104	enzymatic reaction	reactome:R-HSA-8931974	26545399
ChEBI:59789	uniprotkb:P68104	physical association	reactome:R-HSA-8931974	26545399
uniprotkb:P03468	uniprotkb:P01137	enzymatic reaction	reactome:R-HSA-168865	9934696|25535343
uniprotkb:Q9HBA9	ChEBI:76931	cleavage reaction	reactome:R-HSA-5693783	10085079|16467855|14716746|19678840|22304711
uniprotkb:Q14839	reactome:R-HSA-9613162	physical association	reactome:R-HSA-9613213	9418898|16574654|8668170|15102911|11956230|18456662|10611312|19926875|15161978|18056528
reactome:R-HSA-9616090	uniprotkb:Q15742	physical association	reactome:R-HSA-9616367	11331872
uniprotkb:P08154	uniprotkb:Q15742	physical association	reactome:R-NUL-9616362	11331872
uniprotkb:P14598	uniprotkb:P63000	physical association	reactome:R-HSA-5218827	11896053
uniprotkb:P19878	ChEBI:57783	oxidoreductase activity electron transfer reaction	reactome:R-HSA-5218841	17237347
uniprotkb:Q9UHB4	ChEBI:57783	physical association	reactome:R-HSA-2564824	20802492|18625724
ChEBI:57783	uniprotkb:P22570	physical association	reactome:R-HSA-2395517	1567230
uniprotkb:Q9UJ70	ChEBI:17411	enzymatic reaction	reactome:R-HSA-6803771	17010375|21073341|10824116
uniprotkb:P54802	ChEBI:63807	enzymatic reaction	reactome:R-HSA-1678742	8776591|16151907
uniprotkb:P54802	ChEBI:63645	enzymatic reaction	reactome:R-HSA-2090038	8776591|16151907
uniprotkb:Q8TBE9	ChEBI:27438	dephosphorylation reaction	reactome:R-HSA-4084989	16237198
uniprotkb:P18440	ChEBI:45373	physical association	reactome:R-HSA-174963	28380339
uniprotkb:P11245	ChEBI:25858	physical association	reactome:R-HSA-174967	8068562|8353847|23517104
uniprotkb:Q9UHF3	uniprotkb:P56817	acetylation reaction	reactome:R-HSA-5693001	17425515|19011241
ChEBI:57288	uniprotkb:P56817	physical association	reactome:R-HSA-5693001	17425515|19011241
uniprotkb:Q8NFP9	uniprotkb:Q92796	physical association	reactome:R-HSA-9668218	24243840
uniprotkb:P23416	uniprotkb:Q8NFP9	physical association	reactome:R-HSA-9673173	24243840
uniprotkb:P46531	uniprotkb:Q8NFP9	physical association	reactome:R-HSA-9667657	24243840
uniprotkb:P13861	uniprotkb:Q8NFP9	physical association	reactome:R-HSA-9668558	24243840
uniprotkb:O60934	uniprotkb:P52292	physical association	reactome:R-HSA-5684008	16188882
uniprotkb:Q14596	uniprotkb:P50542	physical association	reactome:R-HSA-9664881	19398892
uniprotkb:Q14596	uniprotkb:Q9GZQ8	physical association	reactome:R-HSA-9664867	19250911
uniprotkb:P13591	uniprotkb:P11362	physical association	reactome:R-HSA-419033	24243840
ChEBI:30616	uniprotkb:P13591	physical association	reactome:R-HSA-375160	9398268|8262246
uniprotkb:O95180	uniprotkb:P13591	physical association	reactome:R-HSA-525833	24243840
uniprotkb:Q07889	uniprotkb:P01112	enzymatic reaction	reactome:R-HSA-392054	8493579
ChEBI:37565	uniprotkb:P01116	physical association	reactome:R-HSA-392054	8493579
uniprotkb:Q6PIU2	ChEBI:17002	enzymatic reaction	reactome:R-HSA-6813720	18782767|24868095|19592704|20947831
uniprotkb:Q13094	uniprotkb:Q13153	physical association	reactome:R-HSA-430183	8798379|8824201
uniprotkb:O94813	uniprotkb:O43639	physical association	reactome:R-HSA-428511	24243840
uniprotkb:Q13094	uniprotkb:P42768	physical association	reactome:R-HSA-430180	7565724
uniprotkb:P19525	uniprotkb:P16333	physical association	reactome:R-HSA-9835189	18835251
uniprotkb:O43639	uniprotkb:Q9HCK4	physical association	reactome:R-HSA-8985812	21600986
uniprotkb:Q15788	reactome:R-HSA-8864987	physical association	reactome:R-HSA-9008270	7937828|8197458|8876171
uniprotkb:Q15788	ChEBI:34310	physical association	reactome:R-HSA-9029551	14764426
uniprotkb:Q15788	ChEBI:67237	physical association	reactome:R-HSA-9029580	16871576
uniprotkb:Q09472	ChEBI:142773	physical association	reactome:R-HSA-9023884	28539435|7937828|8197458|14631847|8876171
uniprotkb:Q09472	ChEBI:67237	physical association	reactome:R-HSA-9029561	14764426
uniprotkb:Q15788	uniprotkb:P23760	physical association	reactome:R-HSA-5579018	15313887
uniprotkb:Q92794	uniprotkb:Q15596	physical association	reactome:R-HSA-5579023	9558366
uniprotkb:Q9Y6Q9	uniprotkb:P03372	physical association	reactome:R-HSA-9008258	9338790|25728767
ChEBI:17263	uniprotkb:Q09472	physical association	reactome:R-HSA-9008285	25728767
uniprotkb:Q68D85	uniprotkb:P12314	physical association	reactome:R-HSA-5685602	24305946|21877119|18055229
uniprotkb:P03905	uniprotkb:P03915	physical association	reactome:R-HSA-6799197	20552642|24191001
uniprotkb:P46934	uniprotkb:Q15303	physical association	reactome:R-HSA-1973956	19193720
uniprotkb:Q96PU5	uniprotkb:O35253	physical association	reactome:R-NUL-2176430	15496141
uniprotkb:Q96PU5	uniprotkb:P84022	physical association	reactome:R-HSA-2176491	19917253
uniprotkb:Q96PU5	uniprotkb:O15105	physical association	reactome:R-HSA-2176416	15496141
uniprotkb:Q9Y5A7	uniprotkb:Q15843	physical association	reactome:R-HSA-8956140	11585840|11259415|14757770|12816948|16171779|16707496|22306028|23333871
uniprotkb:Q9UKA1	uniprotkb:Q15843	physical association	reactome:R-HSA-5691176	10597293
uniprotkb:Q13564	uniprotkb:Q15843	physical association	reactome:R-HSA-8951648	14690597|17220875|15694336|15361859
uniprotkb:Q14999	uniprotkb:P62877	physical association	reactome:R-HSA-8956050	17332328|24793695|24793696
uniprotkb:Q8WXE9	uniprotkb:O14656	physical association	reactome:R-HSA-8863721	21102408
uniprotkb:Q13564	ChEBI:30616	physical association	reactome:R-HSA-8951656	17220875|15694336|25531226
